Identifier,Name,Age,Occupation,City_Tier,Dependents,Income,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous
 00041,Wishi Kadakia,39,Self_Employed,Tier_2,2,34408.1,6881.62,0.0,706.24,4377.81,2682.87,1174.12,821.54,2050.95,1117.52,3379.48,612.83
 00042,Yash Prakash,35,Self_Employed,Tier_3,0,27348.97,4102.35,0.0,712.54,2794.21,1792.02,1316.56,836.46,1834.63,1129.63,0.0,682.78
 00043,Pahal Ratta,49,Self_Employed,Tier_2,1,23578.01,4715.6,0.0,556.53,2880.5,1706.69,1147.91,492.81,1880.17,893.56,1435.08,669.47
 00044,Viraj Wadhwa,45,Professional,Tier_2,1,9192.43,1838.49,1648.01,403.24,1204.57,732.1,299.63,299.46,696.37,390.48,880.13,257.62
 00045,Pavani Gulati,59,Self_Employed,Tier_2,2,16866.38,3373.28,2840.34,598.13,1801.12,1070.35,666.25,731.23,1038.86,584.35,1000.93,183.92
 00046,Zashil Devi,27,Professional,Tier_3,1,20752.91,3112.94,0.0,595.2,2533.62,1260.47,813.83,1008.46,1548.44,778.79,1985.13,525.89
 00047,Panini Gala,58,Professional,Tier_1,3,69888.08,20966.43,0.0,3336.29,9572.32,3724.99,2735.51,2271.87,2813.69,2620.61,6124.99,1935.46
 00048,Aarnav Subramaniam,39,Retired,Tier_2,4,39491.76,7898.35,0.0,1555.33,4126.19,2765.23,1423.68,922.62,1731.28,1322.0,2299.32,595.8
 00049,Chaman Om,45,Student,Tier_2,0,7321.13,1464.23,674.69,352.14,959.07,396.88,241.78,161.06,576.17,285.37,0.0,76.27
 00050,Maanas Rajan,32,Student,Tier_2,4,38879.4,7775.88,0.0,1074.13,4633.07,2588.91,983.05,1420.99,2168.05,1411.69,2562.39,1042.48
 00051,Neha Loyal,60,Self_Employed,Tier_2,2,22046.01,4409.2,2490.27,1013.99,2701.41,1142.21,821.01,894.4,1267.37,671.83,1918.14,242.7
 00052,Zarna Sengupta,46,Self_Employed,Tier_1,4,17455.59,5236.68,0.0,796.76,2060.14,1393.73,365.73,382.15,774.74,821.51,1605.99,274.65
 00053,Urishilla Sodhi,24,Student,Tier_3,0,48937.23,7340.58,6173.58,2295.84,5099.51,3419.17,2342.88,2009.74,2740.59,2284.27,0.0,1077.69
 00054,Bhavini Muni,51,Student,Tier_2,0,68442.71,13688.54,9243.34,3047.28,8891.69,3535.36,3298.88,2383.72,4927.44,2414.48,0.0,1400.59
 00055,Sathvik Desai,49,Professional,Tier_2,2,63194.77,12638.95,0.0,2792.23,7662.3,4519.1,3080.4,2395.13,3687.74,2341.21,5067.91,1221.79
 00056,Warinder Wali,19,Self_Employed,Tier_2,0,15330.18,3066.04,0.0,697.06,2176.94,1046.6,336.91,738.83,682.55,757.07,0.0,300.07
 00057,Nisha Venkataraman,43,Student,Tier_1,1,23425.55,7027.67,2226.88,1098.16,3200.36,1660.43,736.04,599.83,1763.19,1032.46,2095.57,504.1
 00058,Baljiwan Gera,62,Student,Tier_2,4,39103.35,7820.67,0.0,1279.18,5043.78,2907.96,1609.32,924.51,2894.05,1800.87,3364.6,456.35
 00059,Balveer Korpal,28,Professional,Tier_2,3,65472.71,13094.54,0.0,1739.62,7322.75,4659.71,1770.7,3042.79,3519.55,2326.28,5264.07,1497.54
 00060,Bahadurjit Jayaraman,42,Retired,Tier_2,3,20447.45,4089.49,0.0,453.19,2541.02,1126.61,905.67,857.37,1251.02,951.68,1830.87,497.99
 00061,Imaran Sodhi,36,Professional,Tier_2,3,25859.3,5171.86,0.0,730.63,3591.5,1500.23,700.6,736.95,1792.22,1201.78,1539.02,359.53
 00062,Naksh Krishnan,37,Student,Tier_3,2,12380.58,1857.09,1610.9,568.12,1310.76,688.4,261.64,305.95,918.7,601.6,927.38,204.76
 00063,Tanay Rai,50,Self_Employed,Tier_2,3,11521.7,2304.34,1912.46,575.08,1220.53,821.28,340.28,483.55,906.14,558.95,721.39,238.44
 00064,Wriddhish Gandhi,34,Retired,Tier_2,4,57467.41,11493.48,8786.61,1878.73,6376.48,3566.1,1853.02,1270.23,3999.65,2054.33,3769.72,592.23
 00065,Ridhi Murthy,47,Professional,Tier_1,0,88782.49,26634.75,0.0,3022.11,12812.86,4607.54,2448.98,2167.96,3851.45,4132.2,0.0,1782.35
 00066,Yashoda Varghese,35,Retired,Tier_1,1,28320.6,8496.18,0.0,900.06,3552.68,1829.55,1018.19,1358.74,1487.13,1083.42,1559.0,408.62
 00067,Azaan Sibal,49,Retired,Tier_2,3,66955.2,13391.04,12898.37,2445.72,9963.13,4248.92,2279.56,2558.96,4079.74,2548.77,5497.39,1952.4
 00068,Upma Bahl,57,Professional,Tier_1,3,40065.12,12019.54,3437.47,1375.86,5780.87,2679.45,2000.66,865.0,1953.84,1895.96,2634.52,477.41
 00069,Aarav Padmanabhan,62,Self_Employed,Tier_2,3,17905.39,3581.08,0.0,725.52,1996.97,1385.99,845.78,861.57,1080.29,853.98,1159.59,303.94
 00070,Vinaya Khatri,21,Student,Tier_3,1,40057.42,6008.61,6078.13,1131.23,5980.37,2974.45,1853.96,1286.17,2869.59,1609.2,3873.88,798.53
 00071,Prisha Dyal,49,Student,Tier_2,4,102680.95,20536.19,19761.33,3295.01,12785.34,7471.97,2304.44,4855.34,6328.41,3410.52,6922.77,1204.6
 00072,Pranit Dutt,36,Self_Employed,Tier_2,3,29152.38,5830.48,0.0,935.14,4183.83,1637.96,859.43,1197.84,2319.37,931.38,2780.7,723.19
 00073,Yatan Bhattacharyya,20,Retired,Tier_1,0,104890.01,31467.0,6756.65,3100.59,12984.32,8099.09,3415.26,3890.05,8022.53,5070.91,0.0,1187.84
 00074,Darpan Bhatt,55,Self_Employed,Tier_1,2,3689.17,1106.75,495.41,162.13,543.45,225.09,150.52,170.24,244.35,174.15,186.83,83.45
 00075,Upasna Nagi,45,Retired,Tier_1,1,57900.12,17370.03,11444.47,2096.46,7942.67,3662.13,2816.31,2288.62,4065.15,2260.96,3600.37,1202.61
 00076,Yuvraj Garde,55,Professional,Tier_2,4,32163.59,6432.72,1904.56,1183.61,4065.14,1640.4,1491.35,725.95,1709.84,1217.4,2345.35,435.97
 00077,Meghana Parsa,23,Retired,Tier_2,0,23617.58,4723.52,0.0,643.22,3188.2,1642.41,781.01,655.31,1328.23,744.25,0.0,359.6
 00078,Mitesh Pal,57,Student,Tier_1,1,32285.11,9685.53,3371.92,1056.34,3594.6,2527.66,655.18,780.14,1296.76,1182.0,3174.52,689.18
 00079,Neel Bava,34,Student,Tier_2,1,6117.43,1223.49,383.87,185.6,873.24,353.38,250.12,195.24,453.03,196.79,314.13,159.51
 00080,Faraj Kadakia,59,Retired,Tier_2,2,25165.14,5033.03,3469.49,1188.6,2860.21,1424.72,1090.72,968.45,1988.18,1198.34,1757.4,259.66
 00081,Lopa Sarkar,22,Student,Tier_2,2,39920.4,7984.08,7102.2,843.71,5176.88,2228.13,1878.38,1142.64,2105.53,1930.57,2590.43,860.03
 00082,Ishita Prakash,36,Self_Employed,Tier_2,4,97857.53,19571.51,0.0,2471.0,14635.83,5794.54,2144.71,4002.81,4257.25,2988.6,9185.09,1921.17
 00083,Janani Jayaraman,60,Retired,Tier_1,3,19817.81,5945.34,1710.11,789.07,2034.25,1433.46,860.82,927.45,1211.91,909.92,1872.47,571.5
 00084,Anjali Naik,59,Self_Employed,Tier_2,2,15711.65,3142.33,1266.93,599.4,1706.88,1182.72,444.5,591.37,899.06,749.44,1026.43,294.11
 00085,Ekani Wadhwa,52,Student,Tier_2,4,20081.35,4016.27,0.0,832.2,2697.79,1445.17,943.03,674.91,920.7,788.45,1878.34,566.38
 00086,Vansha Loyal,39,Self_Employed,Tier_3,1,62397.12,9359.57,8081.25,1332.97,8226.48,3698.09,2269.87,1919.55,4147.94,2241.64,5064.32,1560.96
 00087,Aarna Patel,41,Retired,Tier_1,3,39024.84,11707.45,4031.55,1813.75,5315.63,2716.79,1061.1,1038.23,2710.48,1789.24,2707.71,772.76
 00088,Max Dugar,27,Self_Employed,Tier_2,0,19636.48,3927.3,0.0,941.16,1982.79,1337.53,958.85,512.79,981.26,728.36,0.0,212.72
 00089,Vasatika Bhardwaj,19,Self_Employed,Tier_1,1,45232.3,13569.69,7866.64,1965.58,6066.9,2926.37,2231.07,1125.55,3237.05,1634.43,3858.72,1272.66
 00090,Meera Narayanan,45,Student,Tier_2,4,32422.72,6484.54,0.0,818.44,4768.25,2125.86,1548.15,1095.62,1834.02,1376.86,1918.64,932.69
 00091,Gautami Mitter,58,Student,Tier_1,0,65112.29,19533.69,4564.02,2843.21,7816.55,4281.67,2278.3,3059.93,3422.01,2382.89,0.0,1480.03
 00092,Suhani Brar,54,Retired,Tier_1,1,17108.15,5132.44,3202.13,504.64,2130.12,948.79,383.3,693.68,748.08,679.26,1619.2,487.05
 00093,Ranveer Issac,34,Retired,Tier_2,2,23082.34,4616.47,3961.18,566.92,3116.63,1796.62,938.62,604.76,1103.41,1060.61,1863.78,426.2
 00094,Dayamai Sachdev,23,Student,Tier_2,4,21922.44,4384.49,0.0,491.76,3157.34,1536.22,1020.5,600.23,1666.47,686.25,1602.27,510.4
 00095,Arunima Rama,60,Professional,Tier_2,0,9303.45,1860.69,486.26,199.23,1280.85,715.37,399.38,233.44,550.67,440.68,0.0,103.93
 00096,Kamya Gara,22,Student,Tier_2,2,38019.29,7603.86,3488.95,1721.13,5630.32,2250.12,1505.18,904.19,3024.0,1354.77,3210.06,964.34
 00097,Lila Sheth,56,Professional,Tier_2,0,36967.59,7393.52,6914.39,1674.35,5063.2,2305.1,1371.89,1723.96,2410.98,1839.22,0.0,595.3
 00098,William Wagle,24,Self_Employed,Tier_2,3,30122.97,6024.59,0.0,632.41,3443.92,1815.04,1467.88,1172.22,1319.48,954.8,2047.8,858.72
 00099,Oviya Karpe,49,Retired,Tier_1,3,24866.65,7460.0,4433.24,1031.19,3600.21,1877.65,1225.3,689.28,1649.51,1020.5,2083.61,388.01
 00100,Eesha Grover,21,Self_Employed,Tier_2,4,9668.77,1933.75,1198.47,267.08,1212.55,654.28,380.82,283.74,436.36,320.57,515.05,184.37
 00101,Harita Gandhi,38,Self_Employed,Tier_2,0,21427.63,4285.53,0.0,571.74,3126.67,1220.82,600.24,652.74,1575.78,717.3,0.0,398.72
 00102,Sarthak Bhakta,59,Student,Tier_2,3,22806.05,4561.21,0.0,840.64,2355.52,1488.17,751.98,882.13,1648.19,833.38,1704.37,659.27
 00103,Anvi Sridhar,49,Retired,Tier_1,1,15789.98,4736.99,0.0,532.71,2090.02,1051.51,407.77,618.73,799.47,746.33,958.2,409.76
 00104,Bachittar Shanker,35,Professional,Tier_1,1,26368.47,7910.54,0.0,677.01,2654.59,1995.33,692.15,657.05,1840.05,1309.69,1767.99,391.0
 00105,Viraj Vora,50,Student,Tier_1,3,41447.94,12434.38,0.0,836.02,4455.13,2401.54,1092.16,1572.33,2866.17,1565.76,3841.34,932.4
 00106,Divya Setty,31,Student,Tier_1,3,135659.23,40697.77,17920.39,4025.79,15621.22,7877.77,2747.1,3480.59,7084.41,5110.14,8475.79,3471.02
 00107,Jagrati Wable,23,Self_Employed,Tier_3,4,34496.56,5174.48,0.0,1109.51,4724.97,1872.87,693.8,707.15,2225.51,1450.97,1892.46,882.83
 00108,Naksh Talwar,28,Professional,Tier_3,4,36864.08,5529.61,2290.09,1262.84,4459.51,1998.38,1623.57,992.48,1489.92,1460.57,2615.36,477.92
 00109,Arya Jaggi,63,Student,Tier_2,1,28265.46,5653.09,4804.32,911.45,3452.86,1499.81,955.95,1234.47,1553.5,990.56,2206.65,643.96
 00110,Zilmil Agrawal,37,Retired,Tier_1,2,6463.56,1939.07,0.0,203.03,741.83,327.94,135.01,284.45,298.56,223.32,559.2,124.42
 00111,Januja Kibe,46,Professional,Tier_3,0,29370.37,4405.56,0.0,1436.18,4175.52,1664.67,1318.92,719.28,1307.95,1422.44,0.0,301.58
 00112,Samuel Chokshi,52,Student,Tier_2,2,31480.92,6296.18,1934.59,1498.44,4664.78,1817.57,1063.42,1149.12,2112.01,1041.04,2379.72,428.22
 00113,Utkarsh Gera,33,Self_Employed,Tier_1,4,215248.05,64574.41,0.0,6831.17,32106.59,14442.53,6799.33,8137.37,9135.52,7191.38,20390.17,5644.64
 00114,Faras Morar,24,Student,Tier_2,2,25721.02,5144.2,3770.32,1240.83,3243.18,1489.05,536.58,852.2,1138.36,1164.22,2467.45,392.08
 00115,Ekani Pau,57,Professional,Tier_2,4,38184.71,7636.94,2561.59,863.5,3902.73,2969.55,1166.49,1648.61,2375.01,1893.45,3338.35,1050.88
 00116,Charita Raman,53,Self_Employed,Tier_1,2,29178.38,8753.51,0.0,594.71,3061.04,1498.59,597.46,1320.65,2204.69,919.48,2116.95,325.62
 00117,Jai Setty,61,Student,Tier_1,1,11778.25,3533.48,0.0,352.46,1691.66,739.37,286.26,437.32,769.64,544.34,1014.74,162.42
 00118,Janani Bhattacharyya,61,Professional,Tier_2,4,74847.72,14969.54,0.0,1912.99,9718.61,4131.41,2628.29,1533.13,3804.38,3031.71,5526.45,2170.26
 00119,Damyanti Setty,48,Professional,Tier_1,1,54748.16,16424.45,0.0,2251.94,5969.26,2810.43,1797.27,2646.39,4017.78,1720.64,4873.44,556.57
 00120,Rachita Kapoor,59,Self_Employed,Tier_1,2,56487.7,16946.31,6499.08,2191.04,7164.96,3471.32,1247.13,1534.79,3358.89,2733.46,3693.34,1567.85
 00121,Atharv Toor,61,Self_Employed,Tier_1,3,14493.31,4347.99,0.0,713.57,1895.23,1017.21,307.75,512.48,642.92,457.29,1034.24,220.79
 00122,Triya Basak,60,Retired,Tier_3,3,92151.4,13822.71,0.0,3927.21,13165.17,7110.06,3629.76,2986.46,7156.3,3907.24,8200.1,2309.73
 00123,Tanmayi Loke,60,Retired,Tier_2,0,9773.91,1954.78,0.0,311.23,1300.04,498.31,250.12,289.57,532.72,414.1,0.0,128.84
 00124,Triya Loyal,64,Student,Tier_2,3,47975.14,9595.03,4989.79,1346.42,5957.81,3559.26,2305.32,1266.94,3437.31,2070.53,4561.2,645.19
 00125,Varsha Patla,23,Retired,Tier_2,0,173046.77,34609.35,0.0,3744.0,22522.23,9437.52,6470.91,7193.01,12142.74,7967.35,0.0,4602.97
 00126,Gayathri Das,46,Retired,Tier_2,2,13582.31,2716.46,0.0,379.31,1449.14,833.01,331.87,318.53,887.78,610.08,1210.67,208.66
 00127,Harini Kamdar,44,Self_Employed,Tier_2,0,19070.82,3814.16,0.0,485.72,2140.12,1324.14,803.55,876.52,1024.19,614.94,0.0,430.0
 00128,Falguni Devi,60,Student,Tier_1,0,32489.55,9746.86,3646.06,1467.64,4108.93,1897.52,1407.39,1330.91,2311.06,1434.18,0.0,438.71
 00129,Vrishti Thaman,19,Professional,Tier_2,0,20053.76,4010.75,0.0,597.11,2219.77,1550.13,775.56,764.7,1523.5,611.5,0.0,477.96
 00130,Chakradev Kala,39,Self_Employed,Tier_1,1,8676.92,2603.08,1185.41,351.51,1295.2,573.6,361.43,320.53,680.42,406.55,829.88,96.18
 00131,Devansh Gulati,26,Professional,Tier_2,0,31691.48,6338.3,0.0,1249.81,4038.61,2178.66,1539.56,1069.89,1692.61,1174.57,0.0,629.15
 00132,Nidra Kar,28,Retired,Tier_3,4,12824.46,1923.67,0.0,279.32,1374.19,711.3,331.19,306.58,802.51,578.76,1209.14,202.0
 00133,Kai Balasubramanian,33,Retired,Tier_1,2,43819.17,13145.75,3113.68,906.05,6403.7,2775.56,1924.65,1718.77,3138.43,1676.39,4273.15,602.84
 00134,Lucky Loke,62,Retired,Tier_2,1,14377.41,2875.48,0.0,479.51,1947.76,719.55,467.25,432.14,1145.31,432.78,1333.62,151.51
 00135,Zayyan Hayre,30,Professional,Tier_1,4,103662.96,31098.89,0.0,4952.41,10567.82,6750.34,3463.87,4568.49,6077.87,4240.85,7266.38,1527.21
 00136,Naveen Sidhu,35,Student,Tier_3,2,16032.13,2404.82,0.0,628.11,1894.52,1039.95,620.95,549.72,777.13,606.78,1182.5,332.75
 00137,Bhavini Raj,42,Self_Employed,Tier_2,1,23185.99,4637.2,0.0,1059.75,2812.28,1430.23,751.43,876.49,1755.84,861.64,1436.41,394.03
 00138,Banjeet Palla,50,Retired,Tier_3,2,57513.01,8626.95,0.0,1226.14,7273.59,3900.74,1235.68,2551.41,4158.58,2170.81,3738.12,1205.01
 00139,Mahika Acharya,27,Retired,Tier_2,3,11206.63,2241.33,935.3,351.33,1297.72,812.26,256.23,331.73,853.98,500.38,687.42,288.54
 00140,Sara Patil,47,Student,Tier_1,2,35987.27,10796.18,2368.72,783.3,4897.41,1858.77,1518.39,930.27,1513.0,1351.22,2104.88,980.24
 00141,Anvi Bhakta,18,Self_Employed,Tier_3,3,85362.9,12804.44,12629.01,2580.53,10867.25,4970.89,2204.79,3397.41,4128.24,3926.66,4693.09,1354.2
 00142,Chaitanya Dube,50,Student,Tier_2,3,8291.33,1658.27,480.44,236.51,848.65,452.07,253.08,382.99,433.9,274.12,660.53,135.03
 00143,Veer Bal,32,Student,Tier_2,2,34775.2,6955.04,0.0,1656.84,3614.38,2013.12,835.54,1581.1,2233.97,1135.94,2444.26,887.01
 00144,Netra Bali,46,Retired,Tier_2,3,36932.93,7386.59,0.0,1645.18,4300.76,2023.86,1265.11,1809.97,2737.55,1145.11,2817.56,976.18
 00145,Zaitra Shetty,19,Retired,Tier_1,1,56073.07,16821.92,0.0,2477.97,7433.28,4153.1,1370.6,1855.88,4034.24,2155.1,5009.59,1162.08
 00146,Lila Master,28,Student,Tier_2,3,11152.2,2230.44,0.0,231.37,1476.66,577.32,541.34,478.66,591.6,483.33,951.28,304.23
 00147,Ayush Walia,51,Professional,Tier_2,0,10431.52,2086.3,0.0,367.56,1140.55,560.62,515.25,509.98,739.78,495.04,0.0,107.95
 00148,Vihaan Kashyap,58,Retired,Tier_3,1,45547.27,6832.09,6775.58,1043.78,6587.71,3100.29,1100.42,1788.02,2958.79,2267.24,2380.23,643.06
 00149,Wahab Basak,36,Self_Employed,Tier_1,1,38045.59,11413.68,0.0,1748.98,4782.51,3036.25,1479.35,1326.21,2029.58,1758.77,3335.54,871.41
 00150,Mahika Deep,19,Retired,Tier_2,1,36656.53,7331.31,0.0,1230.34,4729.5,2844.73,1682.46,1551.31,1608.68,1734.25,2019.61,1013.57
 00151,Irya Mann,37,Professional,Tier_3,0,39581.27,5937.19,7755.89,907.01,5520.3,2709.27,1341.55,1009.67,2593.68,1809.26,0.0,547.1
 00152,Jagat Ramachandran,58,Professional,Tier_1,0,17412.31,5223.69,0.0,862.08,1841.35,1078.94,355.85,608.49,1141.94,791.74,0.0,356.53
 00153,Jairaj Borra,48,Student,Tier_1,0,36125.55,10837.66,0.0,1034.75,4558.98,2225.6,789.83,1356.63,1644.01,1168.01,0.0,902.43
 00154,Tarak Ramesh,21,Student,Tier_1,0,37926.7,11378.01,6955.02,985.76,5111.41,2881.59,1501.69,1535.81,2969.4,1463.24,0.0,472.01
 00155,Jagrati Butala,46,Professional,Tier_2,0,16940.65,3388.13,0.0,625.74,1867.17,864.38,673.03,416.57,715.86,622.86,0.0,405.8
 00156,Xavier Agate,47,Self_Employed,Tier_2,4,133462.03,26692.41,0.0,4609.0,14502.33,7832.47,5264.55,3892.28,9100.46,5425.46,11095.51,3146.48
 00157,Dalbir Raja,30,Student,Tier_3,4,43827.6,6574.14,0.0,1237.46,6434.36,2376.79,1579.05,1272.31,3447.94,1791.42,4035.75,608.86
 00158,Bishakha Anand,32,Professional,Tier_2,0,11566.98,2313.4,0.0,487.2,1607.5,649.18,557.35,392.31,783.33,539.05,0.0,285.77
 00159,Ishwar Zachariah,37,Self_Employed,Tier_2,1,50726.08,10145.22,0.0,1455.05,5140.14,2657.05,2049.09,1735.12,3513.55,1641.83,3268.22,1209.43
 00160,Finn Dugar,51,Self_Employed,Tier_3,3,13755.68,2063.35,0.0,417.5,1652.48,794.35,276.83,505.54,575.29,629.93,1262.69,226.53
 00161,Gaurang Tella,45,Professional,Tier_1,3,56309.6,16892.88,0.0,2308.63,6147.83,3223.14,2112.1,2558.36,4031.31,2704.74,4189.68,958.7
 00162,Ekavir Jain,37,Professional,Tier_2,4,75798.15,15159.63,7498.87,2815.32,8779.33,4381.17,3108.57,3288.14,3343.6,2558.42,7310.32,1388.71
 00163,Yash Divan,42,Self_Employed,Tier_2,0,15559.19,3111.84,1279.14,445.98,1779.27,882.73,448.71,355.17,694.01,733.38,0.0,380.4
 00164,Agastya Rattan,44,Self_Employed,Tier_1,2,64838.42,19451.53,0.0,3091.67,9723.59,3679.41,2755.42,1316.03,3604.8,2289.18,5522.4,1007.25
