Identifier,Name,Age,Occupation,City_Tier,Dependents,Income,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous
7eeed4b367bbc09a55ea0da47f3fedcf,b625a210ac801af7f35143fd306069aa,37,Professional,Tier_2,2,15677.69,3123.6,2828.95,386.41,2174.83,1238.7,725.48,353.02,935.4,509.77,1443.32,231.46
304fd6a6017b62f29ee2c37c960ad6b2,a84aae4ae9bda4c1459fea1b7e096ed4,31,Self_Employed,Tier_2,1,69772.42,13760.26,8256.47,1508.3,9890.03,4687.7,2921.2,2577.06,4420.2,2336.74,6925.91,1229.36
40b65d593459dda183d931400f1c4876,8534118f9712a65e9d27b393e0c360f7,56,Professional,Tier_1,3,10165.13,3009.86,1.11,426.39,1213.78,572.28,327.06,435.02,577.34,456.71,1018.84,243.74
d68518a47b09f8ef23c5e66bc2f0e7ce,b1d497e445378a6f982cee56569a1d09,53,Professional,Tier_3,1,15430.4,2244.76,1928.2,577.21,2194.8,1132.42,535.84,542.14,1106.4,522.62,1378.75,355.46
ac6b62552fd7a33d20ff90478b60ccf5,86dbf327f6a5a85420de9ae0193b56af,61,Professional,Tier_2,3,116708.47,23209.17,20262.05,5816.37,14300.03,8168.83,4729.23,2619.68,8779.62,3876.35,10605.3,3028.53
a195d35dc1ccfd713501329147111b1b,a4098019bd70d795697ee0aac943c3f2,45,Student,Tier_2,0,89948.47,18068.04,0.78,3589.12,11390.76,5993.94,3430.29,3431.59,5570.98,2957.43,7546.28,1934.04
117e42dff8c6dbc6a7a33208ad824a6c,2167fa25fcb0e5407346412600e55302,46,Professional,Tier_3,2,73720.38,11006.15,7137.03,1628.51,7932.4,4779.29,3025.48,2353.28,5736.76,3001.99,6726.47,1913.16
a370d1cb2211e4d2883595e3d7033aaa,846c2f84b3dcef969d1976d0800c003d,37,Retired,Tier_2,3,23718.46,4729.57,0.69,963.02,2459.93,1376.56,811.01,834.15,1899.99,876.96,1161.61,397.44
84dbf472a38190b55cca36c1d3be400f,1ff071b4802cdd021c4f981e736b6020,24,Professional,Tier_3,3,210584.59,29742.91,0.38,6943.55,32940.08,12991.89,6398.41,4534.53,11860.43,10035.31,19649.56,3394.99
b4d7b9c2b1085e0933db501becc4c41d,22d8d541c93efccafecdacf534cc1399,19,Self_Employed,Tier_2,3,168467.68,31047.69,0.51,6291.64,17028.58,10801.97,6673.48,3668.46,7055.19,5529.89,12330.49,2181.2
bd7cfb141ebebb7f6d9be6fe04d916f1,5fb80c007afc92bf63601a3e0d594142,20,Self_Employed,Tier_1,0,21291.16,6324.03,0.89,611.57,2488.85,1288.57,863.42,613.57,850.5,998.26,1.01,325.91
cfbe9e5d9ca3e9bb363ef3e3dbf62c58,4ec65661d203730e315e669866a13125,47,Student,Tier_2,0,79835.44,16030.3,0.53,2489.29,12011.96,4847.5,2198.91,3573.33,4343.56,3613.72,4899.93,1054.89
09fd9fc7f5dd66e0e0d45f9ecc2beb9f,f452dbe7074357919629eacf926e3081,45,Retired,Tier_3,3,33249.7,4981.25,0.25,1388.17,3976.62,2503.19,718.23,1406.81,2203.91,1002.82,2409.61,915.54
e9547f2da7e5fc8b771d86416553eef4,205f5c8055eee4b92925cd4537469969,29,Student,Tier_2,0,23095.27,4608.22,0.49,562.22,3029.97,1491.62,1163.96,1112.61,1039.02,1149.45,0.5,332.37
d4fb5850b4972fc38650422b2be06f7c,ce9d07f09e37af828b8fd361d8eec9a0,41,Professional,Tier_3,3,139989.87,21183.34,1.52,4190.42,15493.25,10714.08,4410.29,3014.82,8140.04,6211.2,9806.04,2869.12
c850f5c7a59aa56d0ae356ad0de91607,d1e79b3eb84d847bd115754b03b6f1ca,40,Professional,Tier_3,2,42026.79,6298.07,8.93,1034.04,6266.51,2820.35,1578.95,1721.45,3355.49,1889.04,3928.91,1093.37
746688bf7582bb41663e8ba954adbe3c,e103e11a7b5b013bb396f73765f2af69,33,Self_Employed,Tier_2,2,53174.06,10558.67,0.11,1857.11,7747.31,3882.81,2066.41,2514.45,2841.3,2595.25,2718.51,1120.13
6cef5a4a9cfb8b8687876ebf0cac32bc,df633c82aa23f45e8ef83f3ee7fd69be,56,Professional,Tier_1,2,111869.11,31809.16,9460.58,5132.23,14623.86,7486.93,3027.78,4001.23,6277.58,3506.98,5841.69,2926.49
733c17ff922820b6bfaea1755b97bf9e,481f78a73a06f69fea28dd0252c59031,48,Self_Employed,Tier_3,3,184786.42,27937.88,29190.99,4077.42,22322.68,10167.28,10795.24,7957.3,9355.9,6392.72,14885.04,2462.33
5e30ca910ba076c441ded61a06b925e6,c51664b6b62b2e535e7aea58045ed14a,18,Student,Tier_3,0,31037.73,4632.43,2.6,1462.55,4230.91,1582.87,1231.36,948.07,1371.03,1211.91,3.65,658.82
89143bbaf31b432af8e639ba2d0905d2,20f2e548198067275bc8083cbaf97535,48,Retired,Tier_1,0,32309.46,9619.14,0.16,678.12,4577.44,2173.83,1091.42,1035.72,2383.9,1059.17,1.91,744.77
aaf4f762ed25d3ee334dff458fc4f02c,9d333d5e177b4f62626f612e446c3763,43,Professional,Tier_1,0,35806.27,10752.36,0.81,843.05,5106.89,2044.66,1485.15,717.45,2396.68,1411.35,1.12,616.83
1920166308fc87e354e2f73d653ac748,207581b8725b3af75c4ea80f9766d7bd,43,Professional,Tier_1,0,32946.01,9905.06,0.25,868.77,4887.49,2161.92,1202.21,1627.38,1467.66,1561.54,0.84,780.72
db6fcff9ad573f576e45c62351b23909,4fe16105df856e6ba6c01955da7274d7,40,Student,Tier_2,0,33663.72,6722.18,2.0,1321.63,4552.62,1937.57,680.86,810.21,1498.05,1643.25,1.6,907.25
eb3aa8f6facc83bd19997f2c10d01c32,d607ceec60e3cfb13dcdf82b62bc4662,30,Self_Employed,Tier_2,0,17626.58,3487.86,1.46,646.42,2236.29,1253.36,548.7,667.21,1000.23,785.18,0.62,493.69
a06b1ba70130a92e1e5494bcd03880b7,16023459820221afee8494c9f593ab58,52,Self_Employed,Tier_2,3,27891.88,5568.67,2.17,1048.24,3916.95,2005.08,910.84,1061.55,2052.76,984.96,1546.41,296.16
3ff1000f244bf42c7f685a4d56b5b74b,27a02b97d6cdf60a87fda16c26ffc4ed,18,Professional,Tier_2,1,22336.99,4461.15,3898.28,763.8,2542.98,1343.71,524.1,609.54,1601.85,668.06,1189.04,608.96
fe3884bdcccec7dce6976206fd6aad21,b2458df0f56f53fd99f5f8d448702f5c,26,Self_Employed,Tier_2,0,15194.52,3036.59,11.25,659.92,2071.59,808.81,571.39,503.0,919.01,627.56,0.04,257.48
868b1fffdc3742b0896d26c586ea1f43,9f9e842276cb442474e392d8599d0b24,54,Professional,Tier_1,0,39267.18,11806.41,1.79,1968.24,3991.5,3130.3,944.79,1471.66,2816.43,1546.34,1.62,443.66
4152a37da70c8deefe2a90b340dde844,e5983844fbb80f147f739f62b2fe5b7c,29,Retired,Tier_2,2,22388.74,4499.26,0.12,867.21,2336.83,1532.62,599.63,717.04,1213.54,974.48,2155.23,349.07
0460e1e71df5e07ba5baae7d173267e7,d75ba9cc66ac195db103cb7be12a6740,43,Self_Employed,Tier_3,3,64310.27,9710.02,0.73,2392.04,8931.82,4704.52,1406.7,2654.71,2976.45,2955.21,4652.65,1751.19
3e3e1d2e997125a697c9004d731b9657,e37af198885191555e55747d492efb02,26,Student,Tier_2,2,13864.85,2786.4,0.32,418.87,1984.13,822.21,335.13,577.73,1044.38,509.99,1066.53,154.34
7e3548c3504a29e2b198fa6932c3fdf9,369e535e65e40ce89fc8446ebe899ef7,22,Student,Tier_3,1,76665.89,11466.57,6.24,2112.39,10661.41,4741.95,3134.03,2091.4,4862.01,2408.25,4056.34,1926.72
dd955449ae4e1f9b7c932dbaa170d2f5,320a0c2e505c27d6c0611ab1a9910df9,58,Student,Tier_1,2,10454.55,3155.36,0.91,215.43,1516.23,764.31,407.23,495.59,659.91,504.26,880.39,218.27
05a96c5418ba3986671ba66669008230,f03f6fb0d9c2020e54c146611d30663d,23,Self_Employed,Tier_2,1,39169.54,7836.05,8.03,942.06,5536.64,1987.98,1553.39,961.45,1756.91,1742.74,3117.13,630.31
b36294367d63034344e0922eecf9f199,2bc61b1c61bbb9642246b945db4060d5,34,Student,Tier_1,3,50054.92,14971.57,8596.96,1225.39,6998.65,3821.55,1717.18,2465.0,3397.63,2499.28,4578.15,1125.76
e9eb42b57bb58ab87d7b47e567a05e07,58bb39ed304eda9b3b851fa37b1c7fe6,29,Self_Employed,Tier_2,0,83727.65,16442.06,0.48,2324.22,8979.28,5279.53,3885.89,3184.3,5353.76,2599.02,5481.92,1008.2
d740007ed7795a826ef3e8221557d7e7,f10d37cd9c6ba26ba0f6ea692ae33c45,62,Self_Employed,Tier_1,0,32886.24,9716.4,0.1,850.11,3698.1,2362.48,1081.54,886.32,1513.55,1014.79,3272.51,417.67
6b663ebc20c0bf0ad0166c3aa9998efb,0f535b41c1fc664fa021c4d52eae6661,22,Self_Employed,Tier_2,1,9673.72,2051.75,3.98,321.76,1400.7,749.75,286.02,199.38,660.07,423.05,941.56,190.15
599a961d35453cf7edcf8b607ca3fc9c,ad11130bacdffab4bfa1dbd79a002e2c,18,Student,Tier_2,0,21697.07,4366.0,0.22,459.1,2435.72,1619.24,639.8,654.54,924.54,966.42,1427.16,475.94
9c2300a5bc6235cb098a65e9377dd6db,826e85419f2fbb9d84236f5952caf9e7,46,Student,Tier_1,1,75803.66,22738.32,5.43,3063.61,9272.9,6103.25,3347.41,2891.91,3625.54,2972.44,5885.0,1945.87
fb4e75d7b5c422358660aabc27d26d89,6d3d4ff9ffab3ed1bb54b07bd42792e0,18,Self_Employed,Tier_1,3,59339.2,17798.81,10044.13,1808.14,7820.49,3960.98,1598.8,2578.55,2684.86,2483.33,3530.03,1162.44
5a9fd18960d5d256dbaa78d158d18b9b,ee35d0ab239208b5f80434e186bb0f37,27,Professional,Tier_2,0,86485.2,16785.06,12393.29,1743.19,8856.17,4821.44,1641.26,4041.12,3612.99,4067.11,8602.89,1867.93
6894a2d9db8bdfef22ad8483ea43172a,0228d62f9692c8cfc8013f679228c01d,33,Self_Employed,Tier_2,0,15400.87,3065.62,0.05,405.0,1915.6,824.62,646.71,539.22,913.31,507.78,1360.26,176.53
1a1657b6dd353afe133cea8f1be5f624,e5d3abf3bd449c3ecfc65baba4822bdd,29,Professional,Tier_3,3,167797.07,23466.44,2.51,8177.68,17127.99,11034.03,7146.75,2894.28,12109.81,4871.86,12220.49,3073.07
9ca306be0e2910d97f49e45db77dfd35,e21a1e48c24c3821a3943d3716f5193b,20,Retired,Tier_1,3,5598.8,1665.46,996.57,163.73,738.36,410.26,112.96,250.08,244.64,188.8,342.69,117.03
bbf840fc067be4c6c9312d6f638185a2,c0d478411353b0996dad46ce9683b45c,47,Professional,Tier_1,3,8943.86,2503.02,1757.08,399.08,1149.11,509.48,356.51,331.62,619.21,356.23,693.75,162.39
39039e9671f1a13ce4fa57bab90ad1a1,91bb124cc898d6eb7547cab18cef82f4,56,Self_Employed,Tier_2,0,14545.73,2890.07,3.23,665.4,1591.66,775.98,550.74,364.92,1048.36,705.39,1425.45,270.41
8c9458d5617912acde4e1244ec337e46,0817b7c1cc18828a87530c4361ad7d57,42,Professional,Tier_3,0,6720.1,1003.15,1053.86,250.3,926.49,478.5,165.5,206.63,450.37,266.66,1.61,190.33
f62e4d18b5343ca32cf7e981d77a1754,2caa11f5bbde86580a078a9826680b50,32,Student,Tier_3,0,27963.01,4229.8,0.05,942.19,3925.86,1897.05,1160.4,987.95,1628.16,1215.14,2.61,286.27
c3bd72ed84cedfb4e1a534e85eb807d7,6352271974eafd1f585157bf7f78b733,51,Student,Tier_2,3,9561.45,1829.99,1444.82,295.8,1355.4,472.01,255.52,364.65,521.01,405.6,739.56,206.01
1a092ed97f1b25cff5df4e00120ce46e,4208724388d196b1a7117e484c3a913f,36,Student,Tier_1,1,30880.39,9287.1,0.03,1147.26,3852.78,2316.59,1096.84,967.35,1676.15,1240.17,2098.44,467.62
561813d436c9bf9314455989939f3946,cbb054b8d38db491148e3b7f8afce3f7,33,Retired,Tier_1,3,45457.78,13537.28,4610.15,1014.45,4595.37,2576.57,1817.04,2186.4,2278.91,1477.56,4285.72,818.54
6904e393822ae89e0d99f9c5cce445fb,ff0919972ea2afec311c7a02ae86cf31,22,Retired,Tier_2,1,17715.14,3537.59,1725.43,839.79,2571.32,1186.93,766.78,436.29,1129.95,811.78,1089.47,363.04
bfb4b2edf2649446179d7eb358242f86,f55a2cacfd2f91f8b751a81ec4e9ccb3,39,Student,Tier_3,1,15227.87,2327.37,1.42,333.38,1846.97,1125.91,744.14,651.65,908.03,648.51,1484.3,375.87
b5d5b7dfd12c1fbba08d7ff7556fd301,0d8d3e6bd3b55c74de6b7a772847e7d8,60,Student,Tier_2,1,24252.29,4843.38,4535.92,489.48,2613.82,1830.58,1021.66,1173.5,969.47,1108.98,2099.89,595.25
5433ce797348ad58f95b191218ec1f3c,d7dabcd296f0262ecf5daffaee9a3f23,56,Retired,Tier_1,0,63685.81,18968.36,0.74,2978.82,7939.67,4823.4,2132.9,2000.56,2633.54,2886.84,3286.85,719.0
7f3a5ee8ad970fbc572ff05fe9174091,234ee32606dcdecd859ea0112e2678b3,26,Student,Tier_2,3,17967.31,3561.62,1.95,411.5,2518.39,1329.37,429.72,428.4,1207.82,594.65,1770.98,279.08
9a111d740b0050d4ceca023a0759ca02,6961ef03acc9d7d46b3b43cd5d897c19,23,Self_Employed,Tier_2,0,55700.33,11259.76,1.26,2688.81,5894.28,4208.25,1435.26,2183.87,3843.79,2743.96,1.95,927.78
4aff39428c83dae9343245621334e4af,644f0003172be0af1f1c4bf52f14298c,24,Professional,Tier_2,1,12993.6,2608.46,8.26,613.32,1578.24,722.87,430.92,639.77,809.11,432.06,1059.61,164.45
657b7f776cfcec8b86bd115e6d974139,7d094fb1c50abdea717f25dbd026c0ee,30,Student,Tier_2,3,39153.18,7825.47,2.26,1755.73,4708.91,2718.25,1430.78,1270.46,2424.67,1659.99,3144.92,575.22
187b52e862cc16a6a37749df7ab6f67e,05553c0407c4c7c4c809ef5a0e264dbb,36,Self_Employed,Tier_2,2,59170.42,11844.16,4.29,2361.47,6629.52,4514.55,1993.93,1448.49,4095.34,2332.84,3932.03,1237.13
ecb4ff2ae4ca9d918b5956d0011ee8cc,ed23101acc86df6e97531965fc86e43e,21,Student,Tier_1,2,22010.9,6682.99,3862.69,750.37,2213.34,1652.12,548.12,847.42,1351.16,695.63,1196.88,299.82
19cb3f71dfcc91fca7c8a36f49fa75d6,d00f42bc6f9dafa6481c2a0b2efb4087,55,Self_Employed,Tier_1,0,40459.24,11998.74,0.35,1982.01,5274.69,2503.37,1509.16,1983.02,2465.84,1214.19,0.52,1034.49
272291242b0882f3c6583ed8b64e8744,3dea4f1d4250fe6607d111c1c773e417,31,Retired,Tier_1,3,15240.47,4603.58,2601.82,433.71,1941.08,835.16,409.23,585.64,1000.26,559.2,1435.09,229.17
0e7ec57d08ee8c96516fa812a0067103,50ee84ec9fae20a8ae293c967d92c92a,43,Student,Tier_2,3,21626.87,4292.55,3.18,810.47,2408.55,1421.3,649.13,531.8,1316.36,750.77,1595.46,562.1
88122442822cb47a972a769657a50367,7cab6fb9fc9cd4b86ca0a87e63d2805a,63,Student,Tier_1,0,168285.23,45531.91,2.13,6872.65,20854.88,9563.83,5018.2,6200.82,8014.4,8135.66,1.82,2424.01
5635a30877d0110a415ad43b65bf6737,2c26468278aa84f58a4924ef4d9751de,22,Professional,Tier_1,2,42677.27,12765.75,3.72,1192.58,5556.13,2155.13,1091.07,1855.07,2909.88,1593.66,2993.09,661.52
00e0176ceaaedb0893dc1f1cb06cc9f2,363d51c243bda12a187f080361fdc2c4,41,Self_Employed,Tier_1,3,50538.05,15335.73,1.13,1897.84,5765.56,2781.91,1736.29,1094.08,3965.63,1632.86,2736.79,878.82
5cdb7a131373ac6a940368e744d93a3c,7f708444180ed2856f6fcde4a8cc8e6b,49,Retired,Tier_2,2,26746.54,5290.82,4588.5,732.78,3198.65,2077.21,972.94,887.53,2041.23,1319.09,2651.92,483.35
86ee282fe2a617710c9ccc497841c8d1,1b88fc04e6e206bf42b1e883a7a7c5fc,42,Professional,Tier_2,3,22447.55,4398.69,1.13,858.83,2355.31,1642.9,550.37,1018.35,1294.78,928.69,1484.52,442.29
c52be9f2f79ea1b628cb8c7f27c495b6,70a20c868290eb94277dfdf307b3c280,25,Student,Tier_1,0,11237.09,3418.16,1978.33,260.73,1515.78,753.7,545.66,272.6,599.61,538.53,0.52,127.09
19cbe3560d50587867064ccb49db9356,7f8de880a95a3a3b8f27a2aaa2492ae7,18,Retired,Tier_3,3,63086.37,9715.12,0.73,1332.51,6771.06,3884.43,2591.09,1921.85,4017.3,2098.35,6047.95,1896.35
612a4b5b14fef46888197b95cf810543,660d3335a3069becefff1208d88e3d7f,24,Retired,Tier_2,1,5832.96,1174.84,501.55,282.14,898.11,326.35,201.83,192.73,424.72,282.24,448.72,105.13
da35216d1b52bac5ae40a4a92c41caec,25ac6028ff5678b9c276c2f7f0dcf9b3,38,Retired,Tier_2,3,4386.83,1018.07,2.57,164.09,263.68,331.21,87.4,182.28,226.2,140.19,349.2,65.3
d45c9a0f5ec3478dee68ed7b4bd5cc9b,5c391959dd405cd8c1736d921db251e8,47,Retired,Tier_2,0,39629.1,7922.67,7527.94,1123.85,4588.61,2400.02,1658.26,1280.45,1912.8,1704.57,0.42,919.23
950a90943961666b526e0c56a6da87dc,3ec4037474a77fa09d70dc05f8397243,36,Retired,Tier_3,0,25789.09,3937.67,8.14,873.86,3010.58,1929.59,1165.29,1181.85,1511.6,1290.57,2388.68,581.49
e9f2afb89011dcf621a135c30ac2bab9,5b6e4ed187949e20eaba3002b70f39ad,36,Self_Employed,Tier_1,2,111944.97,33892.11,12540.62,4058.84,14833.03,8842.0,3150.41,2600.88,7653.02,4027.63,8100.28,2023.72
790a1c984e9b28c87f07f0777439a3bc,eb89044d339faf5c2e70bfe9fc5b4949,46,Self_Employed,Tier_1,2,25396.45,7590.3,0.41,874.33,3161.57,1631.36,1033.91,759.67,1805.7,965.74,2131.04,574.71
ec84211cc14c88dc044c587368945ccc,251bc3fb1dd5609c8898dc36637ba7e5,39,Retired,Tier_3,0,29246.91,4400.8,0.9,1414.84,3183.69,1771.28,589.31,1081.67,1441.51,1072.05,2.93,548.93
5d83e8525388d98009052162f19b933e,7169914c46ba4d3880a724430f3aec4f,26,Retired,Tier_2,3,25755.0,5133.4,4516.18,553.49,2823.45,1834.91,979.98,572.6,1336.81,1255.47,2125.39,278.97
3fb8d0a529eb19f074c6e0546338499a,ffa580d1143587e55ed5ae015754a35d,49,Student,Tier_1,0,47123.16,14100.95,1.19,1251.39,6543.2,3508.42,1259.34,1492.67,3152.98,2192.15,0.21,931.83
5c8b1c58eb5c981569ce0416bb8e420f,61164843804a0ad8e60108931c25ec42,55,Self_Employed,Tier_2,0,20737.38,4135.06,0.74,885.0,2131.67,1210.52,847.26,974.39,1305.59,641.94,0.48,259.95
c02d120c4b3024dda6365bbecf04c42c,e793eb25f699469217f1e1de2caf8f90,24,Student,Tier_2,1,29234.07,5795.55,1.15,1338.47,3753.12,2149.65,1435.11,1293.62,1679.09,976.76,2690.32,563.97
a2243ebf444ce20af23b629332944cf9,3ba23c12762a9815601ac994c142431c,24,Professional,Tier_3,3,16262.27,2379.86,2.92,699.08,2308.49,998.1,371.82,776.21,1167.25,591.4,784.39,250.24
e41c17481869a92d2ffaf3544fcee778,e5016b883c0c6bba6577421a1169c5aa,48,Professional,Tier_3,0,30349.35,4535.21,3032.22,1421.76,4149.8,1878.75,719.81,1462.7,1412.67,1046.22,2386.03,624.31
6884cd05602acf7a1c82b9d0e6a3a062,09d8a5f48bdfc7c40fccce3e9b41acba,38,Student,Tier_2,0,44726.91,8972.26,1.22,1914.13,5022.72,3449.19,1503.51,1397.32,3121.95,1614.57,0.31,1236.03
8dfd583d8262e4769e73350dd5211a10,7163dbeb73d055ce6a5f8880c7173c55,32,Self_Employed,Tier_2,3,41768.87,8327.47,1.42,2009.94,5705.23,3154.3,871.46,1062.1,3329.6,1347.5,3239.75,457.93
128b4fccbd5abfb0d3de93a48cad1533,abd3e2dc1af6b3e0a70bcefc0831c15b,25,Professional,Tier_1,0,7911.91,2343.2,1.48,187.27,1109.26,354.67,340.04,354.8,321.28,317.05,1.49,154.77
a1ab7c0ce9bd6032865994f1a80b5b8c,5f63bb31a4247c29a420d7d9a57fcfa7,28,Retired,Tier_2,0,56542.16,11100.35,1.75,1960.12,6898.96,3571.66,2760.25,1469.59,3575.49,1835.71,3983.74,1163.53
91ada0f72842d4c1923ca7420d36d2fe,17c04326d2e2ed08287339e74d31f80a,60,Retired,Tier_2,3,42438.52,8396.95,0.5,1041.69,4756.41,2562.57,1283.78,1034.83,2654.91,1786.69,3649.93,997.61
67e86e9b1ffc3f55cd318b41e73843b2,0e4542067fefd4aa41a1d68c2d420beb,41,Self_Employed,Tier_2,1,36341.57,7268.93,0.12,1805.52,4668.32,2358.68,1557.41,1163.07,2062.09,1811.97,2726.62,584.33
56915298b0b7a65be7ee9fb73faca1c0,1c8b20b6744ed169982c592bd90c11b4,25,Self_Employed,Tier_2,1,26250.86,5199.33,0.32,772.54,3020.36,2067.13,723.84,754.98,1585.09,842.31,1547.57,341.52
fc00442d24765e611f78c2e96fb3ea1c,b588094bfb4e4fc08a56600d1f605098,52,Self_Employed,Tier_3,0,17601.43,2661.77,0.53,699.01,1798.47,933.8,340.59,459.56,1250.24,640.01,3.16,256.4
d23609c5c79baa044b1d58a9f4591fa5,d4e1b9968159d2163d5fe0e74c2a5165,42,Professional,Tier_2,3,9358.9,1902.37,811.85,220.17,1335.13,733.08,245.94,408.38,380.43,392.26,886.71,104.54
8fb5f0fbffd63a5c8275f10e0fd277c1,5c862e8eb83755676e619d8502c4a94d,45,Retired,Tier_2,0,14369.01,2864.11,2732.6,561.06,1919.37,743.48,384.87,558.83,873.31,440.26,734.39,324.3
00bbd552c8d3077e6112e4cfd886c7d4,dd67603a5f757dbe85772902512230c3,44,Professional,Tier_2,0,15458.81,3060.86,0.86,308.68,1894.58,869.28,679.52,756.62,691.14,650.24,1529.58,317.93
30ebf5be171154c10a229b49bf408e61,cb8d3e36d139af59f14ff503916099ae,55,Self_Employed,Tier_2,3,33505.23,6623.96,5667.46,1135.48,4890.3,2053.91,1304.7,1148.03,1962.65,1121.5,2591.44,482.98
ffb4aa1ec2dec0540a8fb5730cb31df0,463b08845612faf254f404e0768d7a0c,54,Self_Employed,Tier_1,3,99613.09,28865.79,0.41,3778.28,11773.32,5073.92,3415.63,4299.4,6123.76,3172.31,8913.45,2531.22
0cf26f8b23bbbee15f381336a0d1fc2a,91fc1c70a85cc6270944aa2237a678eb,34,Professional,Tier_3,0,30727.51,4632.92,0.05,1061.0,3869.08,2002.9,1155.8,918.27,2103.66,1344.34,3.45,615.3
0a00b0c58197a9da272f1c3cc19a9deb,55b9602e73cb23b80b9dac8384ce593f,20,Retired,Tier_1,0,23660.7,7084.84,1427.47,947.11,3159.14,1474.11,877.37,926.2,1897.95,726.86,0.7,445.99
